id,name,type,phase,frozen,durationSeconds,startTimeSeconds,relativeTimeSeconds
1331,April Fools Day Contest 2020,ICPC,FINISHED,False,7200,1585751700,141717818
1332,Codeforces Round 630 (Div. 2),CF,FINISHED,False,9000,1585661700,141807818
1328,Codeforces Round 629 (Div. 3),ICPC,FINISHED,False,7200,1585233300,142236218
1327,Educational Codeforces Round 84 (Rated for Div. 2),ICPC,FINISHED,False,7200,1584974100,142495418
1326,Codeforces Global Round 7,CF,FINISHED,False,9000,1584628500,142841018
1325,Codeforces Round 628 (Div. 2),CF,FINISHED,False,7200,1584196500,143273018
1324,Codeforces Round 627 (Div. 3),ICPC,FINISHED,False,7200,1584018300,143451218
1312,Educational Codeforces Round 83 (Rated for Div. 2),ICPC,FINISHED,False,7200,1583764500,143705018
1322,"Codeforces Round 626 (Div. 1, based on Moscow Open Olympiad in Informatics)",CF,FINISHED,False,7200,1583573700,143895818
1323,"Codeforces Round 626 (Div. 2, based on Moscow Open Olympiad in Informatics)",CF,FINISHED,False,7200,1583573700,143895818
1316,CodeCraft-20 (Div. 2),CF,FINISHED,False,7200,1583332500,144137018
1305,"Ozon Tech Challenge 2020 (Div.1 + Div.2, Rated, T-shirts + prizes!)",CF,FINISHED,False,8100,1583246100,144223418
1320,"Codeforces Round 625 (Div. 1, based on Technocup 2020 Final Round)",CF,FINISHED,False,7200,1583068500,144401018
1321,"Codeforces Round 625 (Div. 2, based on Technocup 2020 Final Round)",CF,FINISHED,False,7200,1583068500,144401018
1319,Технокубок 2020 - Финал,CF,FINISHED,False,10800,1583057400,144412118
1297,Kotlin Heroes: Episode 3,ICPC,FINISHED,False,9000,1582810500,144659018
1311,Codeforces Round 624 (Div. 3),ICPC,FINISHED,False,7200,1582554900,144914618
1314,"Codeforces Round 623 (Div. 1, based on VK Cup 2019-2020 - Elimination Round, Engine)",CF,FINISHED,False,9000,1582473900,144995618
1315,"Codeforces Round 623 (Div. 2, based on VK Cup 2019-2020 - Elimination Round, Engine)",CF,FINISHED,False,9000,1582473900,144995618
1310,VK Cup 2019-2020 - Elimination Round (Engine),CF,FINISHED,False,9000,1582473900,144995618
1313,Codeforces Round 622 (Div. 2),CF,FINISHED,False,7200,1582448700,145020818
1298,Kotlin Heroes: Practice 3,ICPC,FINISHED,False,607500,1582202100,145267418
1307,Codeforces Round 621 (Div. 1 + Div. 2),CF,FINISHED,False,8100,1581953700,145515818
1304,Codeforces Round 620 (Div. 2),CF,FINISHED,False,7200,1581771900,145697618
1301,Codeforces Round 619 (Div. 2),CF,FINISHED,False,7200,1581604500,145865018
1303,Educational Codeforces Round 82 (Rated for Div. 2),ICPC,FINISHED,False,7200,1581518100,145951418
1299,Codeforces Round 618 (Div. 1),CF,FINISHED,False,7200,1581257100,146212418
1300,Codeforces Round 618 (Div. 2),CF,FINISHED,False,7200,1581257100,146212418
1296,Codeforces Round 617 (Div. 3),ICPC,FINISHED,False,7200,1580826900,146642618
1302,"AIM Tech Poorly Prepared Contest (unrated, funny, Div. 1 preferred)",ICPC,FINISHED,False,10800,1580746500,146723018
1290,Codeforces Round 616 (Div. 1),CF,FINISHED,False,9000,1580652300,146817218
1291,Codeforces Round 616 (Div. 2),CF,FINISHED,False,9000,1580652300,146817218
1295,Educational Codeforces Round 81 (Rated for Div. 2),ICPC,FINISHED,False,7200,1580308500,147161018
1294,Codeforces Round 615 (Div. 3),ICPC,FINISHED,False,7800,1579703700,147765818
1292,Codeforces Round 614 (Div. 1),CF,FINISHED,False,7200,1579440900,148028618
1293,Codeforces Round 614 (Div. 2),CF,FINISHED,False,7200,1579440900,148028618
1288,Educational Codeforces Round 80 (Rated for Div. 2),ICPC,FINISHED,False,7200,1579012500,148457018
1285,Codeforces Round 613 (Div. 2),CF,FINISHED,False,8100,1578665100,148804418
1286,Codeforces Round 612 (Div. 1),CF,FINISHED,False,7200,1578233100,149236418
1287,Codeforces Round 612 (Div. 2),CF,FINISHED,False,7200,1578233100,149236418
1284,Hello 2020,CF,FINISHED,False,9000,1578139500,149330018
1270,Good Bye 2019,CF,FINISHED,False,10800,1577628300,149841218
1283,Codeforces Round 611 (Div. 3),ICPC,FINISHED,False,7200,1577552700,149916818
1279,Educational Codeforces Round 79 (Rated for Div. 2),ICPC,FINISHED,False,7200,1577457600,150011918
1282,Codeforces Round 610 (Div. 2),CF,FINISHED,False,7200,1577198100,150271418
1268,Codeforces Round 609 (Div. 1),CF,FINISHED,False,7200,1576926300,150543218
1269,Codeforces Round 609 (Div. 2),CF,FINISHED,False,7200,1576926300,150543218
1278,Educational Codeforces Round 78 (Rated for Div. 2),ICPC,FINISHED,False,7200,1576766100,150703418
1266,Codeforces Global Round 6,CF,FINISHED,False,9000,1576595100,150874418
1271,Codeforces Round 608 (Div. 2),CF,FINISHED,False,7200,1576401300,151068218
1280,Codeforces Round 607 (Div. 1),CF,FINISHED,False,7200,1576386300,151083218
1281,Codeforces Round 607 (Div. 2),CF,FINISHED,False,7200,1576386300,151083218
1276,"Codeforces Round 606 (Div. 1, based on Technocup 2020 Elimination Round 4)",CF,FINISHED,False,7200,1576321500,151148018
1277,"Codeforces Round 606 (Div. 2, based on Technocup 2020 Elimination Round 4)",CF,FINISHED,False,7200,1576321500,151148018
1259,Technocup 2020 - Elimination Round 4,CF,FINISHED,False,7200,1576321500,151148018
1272,Codeforces Round 605 (Div. 3),ICPC,FINISHED,False,7200,1576157700,151311818
1258,Технокубок 2020 - Ознакомительный Раунд 4,CF,FINISHED,False,172800,1576145100,151324418
1273,VK Cup 2019 - Квалификация (Design),IOI,FINISHED,False,950400,1575580200,151889318
1275,VK Cup 2019 - Квалификация (Engine),ICPC,FINISHED,False,950400,1575580200,151889318
1274,VK Cup 2019 - Квалификация (Mobile),IOI,FINISHED,False,950400,1575580200,151889318
1264,Codeforces Round 604 (Div. 1),CF,FINISHED,False,7200,1575556500,151913018
1265,Codeforces Round 604 (Div. 2),CF,FINISHED,False,7200,1575556500,151913018
1267,"2019-2020 ICPC, NERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,False,18000,1575183600,152285918
1263,Codeforces Round 603 (Div. 2),CF,FINISHED,False,7200,1575038100,152431418
1260,Educational Codeforces Round 77 (Rated for Div. 2),ICPC,FINISHED,False,7200,1574862600,152606918
1261,"Codeforces Round 602 (Div. 1, based on Technocup 2020 Elimination Round 3)",CF,FINISHED,False,7200,1574582700,152886818
1262,"Codeforces Round 602 (Div. 2, based on Technocup 2020 Elimination Round 3)",CF,FINISHED,False,7200,1574582700,152886818
1227,Technocup 2020 - Elimination Round 3,CF,FINISHED,False,7200,1574582700,152886818
1226,Технокубок 2020 - Ознакомительный Раунд 3,CF,FINISHED,False,172800,1574406300,153063218
1254,Codeforces Round 601 (Div. 1),CF,FINISHED,False,7200,1574174100,153295418
1255,Codeforces Round 601 (Div. 2),CF,FINISHED,False,7200,1574174100,153295418
1253,Codeforces Round 600 (Div. 2),CF,FINISHED,False,7200,1573914900,153554618
1257,Educational Codeforces Round 76 (Rated for Div. 2),ICPC,FINISHED,False,7200,1573655700,153813818
1242,Codeforces Round 599 (Div. 1),CF,FINISHED,False,7200,1573052700,154416818
1243,Codeforces Round 599 (Div. 2),CF,FINISHED,False,7200,1573052700,154416818
1256,Codeforces Round 598 (Div. 3),ICPC,FINISHED,False,7200,1572873300,154596218
1245,Codeforces Round 597 (Div. 2),CF,FINISHED,False,7200,1572618900,154850618
1250,"2019-2020 ICPC, NERC, Southern and Volga Russian Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,False,18000,1572168900,155300618
1252,"2019-2020 ICPC, Asia Jakarta Regional Contest (Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,False,18000,1572147000,155322518
1246,"Codeforces Round 596 (Div. 1, based on Technocup 2020 Elimination Round 2)",CF,FINISHED,False,7200,1572087900,155381618
1247,"Codeforces Round 596 (Div. 2, based on Technocup 2020 Elimination Round 2)",CF,FINISHED,False,7200,1572087900,155381618
1225,Technocup 2020 - Elimination Round 2,CF,FINISHED,False,7200,1572087900,155381618
1251,Educational Codeforces Round 75 (Rated for Div. 2),ICPC,FINISHED,False,7200,1571929500,155540018
1224,Технокубок 2020 - Ознакомительный Раунд 2,CF,FINISHED,False,172800,1571911500,155558018
1249,Codeforces Round 595 (Div. 3),ICPC,FINISHED,False,8100,1571754900,155714618
1239,Codeforces Round 594 (Div. 1),CF,FINISHED,False,7200,1571562300,155907218
1248,Codeforces Round 594 (Div. 2),CF,FINISHED,False,7200,1571562300,155907218
1236,Codeforces Round 593 (Div. 2),CF,FINISHED,False,7200,1571319300,156150218
1237,Codeforces Global Round 5,CF,FINISHED,False,9000,1571236500,156233018
1244,Codeforces Round 592 (Div. 2),CF,FINISHED,False,7200,1570957500,156512018
1238,Educational Codeforces Round 74 (Rated for Div. 2),ICPC,FINISHED,False,8400,1570545300,156924218
1240,"Codeforces Round 591 (Div. 1, based on Technocup 2020 Elimination Round 1)",CF,FINISHED,False,7200,1570374300,157095218
1241,"Codeforces Round 591 (Div. 2, based on Technocup 2020 Elimination Round 1)",CF,FINISHED,False,7200,1570374300,157095218
1223,Technocup 2020 - Elimination Round 1,CF,FINISHED,False,7200,1570374300,157095218
1222,Технокубок 2020 - Ознакомительный Раунд 1,CF,FINISHED,False,172800,1570197900,157271618
1234,Codeforces Round 590 (Div. 3),ICPC,FINISHED,False,8100,1569940500,157529018
1235,Huawei Honorcup Marathon 2,IOI,FINISHED,False,1209600,1569866400,157603118
1228,Codeforces Round 589 (Div. 2),CF,FINISHED,False,7200,1569762300,157707218
1229,Codeforces Round 588 (Div. 1),CF,FINISHED,False,9000,1569247500,158222018
1230,Codeforces Round 588 (Div. 2),CF,FINISHED,False,9000,1569247500,158222018
1231,Dasha Code Championship - Novosibirsk Finals Round (only for onsite-finalists),CF,FINISHED,False,9000,1569143100,158326418
1210,Dasha Code Championship - SPb Finals Round (only for onsite-finalists),CF,FINISHED,False,9000,1569143100,158326418
1216,Codeforces Round 587 (Div. 3),ICPC,FINISHED,False,7200,1569049500,158420018
1221,Educational Codeforces Round 73 (Rated for Div. 2),ICPC,FINISHED,False,7200,1568903700,158565818
1220,Codeforces Round 586 (Div. 1 + Div. 2),CF,FINISHED,False,7200,1568822700,158646818
1218,"Bubble Cup 12 - Finals [Online Mirror, unrated, Div. 1]",ICPC,FINISHED,False,18000,1568554500,158915018
1219,"Bubble Cup 12 - Finals [Online Mirror, unrated, Div. 2]",ICPC,FINISHED,False,18000,1568554500,158915018
1215,Codeforces Round 585 (Div. 2),CF,FINISHED,False,7200,1568543700,158925818
1209,"Codeforces Round 584 - Dasha Code Championship - Elimination Round (rated, open for everyone, Div. 1 + Div. 2)",CF,FINISHED,False,9000,1568466300,159003218
1211,Kotlin Heroes: Episode 2,ICPC,FINISHED,False,9000,1567866900,159602618
1217,Educational Codeforces Round 72 (Rated for Div. 2),ICPC,FINISHED,False,7200,1567694100,159775418
1214,"Codeforces Round 583 (Div. 1 + Div. 2, based on Olympiad of Metropolises)",CF,FINISHED,False,9000,1567587900,159881618
1212,Kotlin Heroes: Practice 2,ICPC,FINISHED,False,604800,1567258500,160211018
1213,Codeforces Round 582 (Div. 3),ICPC,FINISHED,False,7200,1567175700,160293818
1208,"Manthan, Codefest 19 (open for everyone, rated, Div. 1 + Div. 2)",CF,FINISHED,False,7500,1566743700,160725818
1207,Educational Codeforces Round 71 (Rated for Div. 2),ICPC,FINISHED,False,7200,1566484500,160985018
1204,Codeforces Round 581 (Div. 2),CF,FINISHED,False,7200,1566311700,161157818
1205,Codeforces Round 580 (Div. 1),CF,FINISHED,False,7800,1566135900,161333618
1206,Codeforces Round 580 (Div. 2),CF,FINISHED,False,7800,1566135900,161333618
1203,Codeforces Round 579 (Div. 3),ICPC,FINISHED,False,8400,1565706900,161762618
1200,Codeforces Round 578 (Div. 2),CF,FINISHED,False,7200,1565526900,161942618
1202,Educational Codeforces Round 70 (Rated for Div. 2),ICPC,FINISHED,False,7200,1565188500,162281018
1201,Codeforces Round 577 (Div. 2),CF,FINISHED,False,7200,1564936500,162533018
1198,Codeforces Round 576 (Div. 1),CF,FINISHED,False,7200,1564497300,162972218
1199,Codeforces Round 576 (Div. 2),CF,FINISHED,False,7200,1564497300,162972218
1193,"CEOI 2019 day 2 online mirror (unrated, IOI format)",IOI,FINISHED,False,18000,1564301100,163168418
1192,"CEOI 2019 day 1 online mirror (unrated, IOI format)",IOI,FINISHED,False,18000,1564063500,163406018
1196,Codeforces Round 575 (Div. 3),ICPC,FINISHED,False,7200,1563978900,163490618
1197,Educational Codeforces Round 69 (Rated for Div. 2),ICPC,FINISHED,False,7200,1563806100,163663418
1178,Codeforces Global Round 4,CF,FINISHED,False,9000,1563636900,163832618
1195,Codeforces Round 574 (Div. 2),CF,FINISHED,False,7200,1563374100,164095418
1194,Educational Codeforces Round 68 (Rated for Div. 2),ICPC,FINISHED,False,7200,1563115500,164354018
1190,Codeforces Round 573 (Div. 1),CF,FINISHED,False,7200,1562942100,164527418
1191,Codeforces Round 573 (Div. 2),CF,FINISHED,False,7200,1562942100,164527418
1184,"Helvetic Coding Contest 2019 online mirror (teams allowed, unrated)",ICPC,FINISHED,False,16200,1562483100,164986418
1188,Codeforces Round 572 (Div. 1),CF,FINISHED,False,7200,1562339100,165130418
1189,Codeforces Round 572 (Div. 2),CF,FINISHED,False,7200,1562339100,165130418
1187,Educational Codeforces Round 67 (Rated for Div. 2),ICPC,FINISHED,False,7200,1561905900,165563618
1186,Codeforces Round 571 (Div. 2),CF,FINISHED,False,8100,1561710000,165759518
1183,Codeforces Round 570 (Div. 3),ICPC,FINISHED,False,8100,1561559700,165909818
1179,Codeforces Round 569 (Div. 1),CF,FINISHED,False,7200,1561136700,166332818
1180,Codeforces Round 569 (Div. 2),CF,FINISHED,False,7200,1561136700,166332818
1185,Codeforces Round 568 (Div. 2),CF,FINISHED,False,8100,1560955500,166514018
1181,Codeforces Round 567 (Div. 2),CF,FINISHED,False,7200,1560677700,166791818
1182,Codeforces Round 566 (Div. 2),CF,FINISHED,False,7200,1560258300,167211218
1176,Codeforces Round 565 (Div. 3),ICPC,FINISHED,False,7200,1560090900,167378618
1172,Codeforces Round 564 (Div. 1),CF,FINISHED,False,7200,1559909100,167560418
1173,Codeforces Round 564 (Div. 2),CF,FINISHED,False,7200,1559909100,167560418
1175,Educational Codeforces Round 66 (Rated for Div. 2),ICPC,FINISHED,False,7200,1559745300,167724218
1174,Codeforces Round 563 (Div. 2),CF,FINISHED,False,7200,1559570700,167898818
1148,Codeforces Global Round 3,CF,FINISHED,False,8100,1559399700,168069818
1177,Testing Round 15 (Unrated),CF,FINISHED,False,2700,1559375100,168094418
1170,Kotlin Heroes: Episode 1,ICPC,FINISHED,False,9000,1559054100,168415418
1168,Codeforces Round 562 (Div. 1),CF,FINISHED,False,7200,1558884900,168584618
1169,Codeforces Round 562 (Div. 2),CF,FINISHED,False,7200,1558884900,168584618
1171,Kotlin Heroes: Practice 1,ICPC,FINISHED,False,518400,1558535700,168933818
1166,Codeforces Round 561 (Div. 2),CF,FINISHED,False,7200,1558105500,169364018
1167,Educational Codeforces Round 65 (Rated for Div. 2),ICPC,FINISHED,False,7200,1557930900,169538618
1165,Codeforces Round 560 (Div. 3),ICPC,FINISHED,False,7200,1557844500,169625018
1158,Codeforces Round 559 (Div. 1),CF,FINISHED,False,7200,1557671700,169797818
1159,Codeforces Round 559 (Div. 2),CF,FINISHED,False,7200,1557671700,169797818
1163,Codeforces Round 558 (Div. 2),CF,FINISHED,False,7200,1557414300,170055218
1164,"Mathforces: Tech Scouts Online Test 2018 (just fun and practice, unofficial, unrated)",IOI,FINISHED,False,7200,1557043500,170426018
1161,Codeforces Round 557 (Div. 1) [based on Forethought Future Cup - Final Round],CF,FINISHED,False,7200,1556989500,170480018
1162,Codeforces Round 557 (Div. 2) [based on Forethought Future Cup - Final Round],CF,FINISHED,False,7200,1556989500,170480018
1147,Forethought Future Cup - Final Round (Onsite Finalists Only),CF,FINISHED,False,7200,1556989500,170480018
1156,Educational Codeforces Round 64 (Rated for Div. 2),ICPC,FINISHED,False,7200,1556721300,170748218
1160,VRt Contest 2019 (marathon),IOI,FINISHED,False,1209600,1556614800,170854718
1149,Codeforces Round 556 (Div. 1),CF,FINISHED,False,7200,1556548500,170921018
1150,Codeforces Round 556 (Div. 2),CF,FINISHED,False,7200,1556548500,170921018
1157,Codeforces Round 555 (Div. 3),ICPC,FINISHED,False,7200,1556289300,171180218
1152,Codeforces Round 554 (Div. 2),CF,FINISHED,False,7200,1556116500,171353018
1155,Educational Codeforces Round 63 (Rated for Div. 2),ICPC,FINISHED,False,7200,1555943700,171525818
1146,Forethought Future Cup - Elimination Round,CF,FINISHED,False,9000,1555783500,171686018
1151,Codeforces Round 553 (Div. 2),CF,FINISHED,False,7200,1555601700,171867818
1154,Codeforces Round 552 (Div. 3),ICPC,FINISHED,False,7200,1555425300,172044218
1153,Codeforces Round 551 (Div. 2),CF,FINISHED,False,7200,1555164300,172305218
1119,Codeforces Global Round 2,CF,FINISHED,False,7200,1554550500,172919018
1145,April Fools Day Contest 2019,ICPC,FINISHED,False,7200,1554131100,173338418
1144,Codeforces Round 550 (Div. 3),ICPC,FINISHED,False,7200,1554041100,173428418
1142,Codeforces Round 549 (Div. 1),CF,FINISHED,False,7200,1553965800,173503718
1143,Codeforces Round 549 (Div. 2),CF,FINISHED,False,7200,1553965800,173503718
1140,Educational Codeforces Round 62 (Rated for Div. 2),ICPC,FINISHED,False,7200,1553267100,174202418
1139,Codeforces Round 548 (Div. 2),CF,FINISHED,False,7200,1553182500,174287018
1141,Codeforces Round 547 (Div. 3),ICPC,FINISHED,False,7200,1553006100,174463418
1136,Codeforces Round 546 (Div. 2),CF,FINISHED,False,7200,1552322100,175147418
1137,Codeforces Round 545 (Div. 1),CF,FINISHED,False,9000,1552035900,175433618
1138,Codeforces Round 545 (Div. 2),CF,FINISHED,False,9000,1552035900,175433618
1133,Codeforces Round 544 (Div. 3),ICPC,FINISHED,False,7200,1551971100,175498418
1132,Educational Codeforces Round 61 (Rated for Div. 2),ICPC,FINISHED,False,8100,1551798300,175671218
1120,"Codeforces Round 543 (Div. 1, based on Technocup 2019 Final Round)",CF,FINISHED,False,7200,1551627300,175842218
1121,"Codeforces Round 543 (Div. 2, based on Technocup 2019 Final Round)",CF,FINISHED,False,7200,1551627300,175842218
1112,Technocup 2019 - Final,CF,FINISHED,False,10800,1551601800,175867718
1116,Microsoft Q# Coding Contest - Winter 2019,ICPC,FINISHED,False,259200,1551459600,176009918
1129,Codeforces Round 542 [Alex Lopashev Thanks-Round] (Div. 1),CF,FINISHED,False,7200,1551022500,176447018
1130,Codeforces Round 542 [Alex Lopashev Thanks-Round] (Div. 2),CF,FINISHED,False,7200,1551022500,176447018
1131,Codeforces Round 541 (Div. 2),CF,FINISHED,False,7200,1550917200,176552318
1115,Microsoft Q# Coding Contest - Winter 2019 - Warmup,ICPC,FINISHED,False,259200,1550854800,176614718
1118,Codeforces Round 540 (Div. 3),ICPC,FINISHED,False,8100,1550586900,176882618
1117,Educational Codeforces Round 60 (Rated for Div. 2),ICPC,FINISHED,False,7200,1550504400,176965118
1109,Codeforces Round 539 (Div. 1),CF,FINISHED,False,9000,1550334900,177134618
1113,Codeforces Round 539 (Div. 2),CF,FINISHED,False,9000,1550334900,177134618
1114,Codeforces Round 538 (Div. 2),CF,FINISHED,False,7200,1549807500,177662018
1110,Codeforces Global Round 1,CF,FINISHED,False,7200,1549546500,177923018
1111,CodeCraft-19 and Codeforces Round 537 (Div. 2),CF,FINISHED,False,7200,1549208100,178261418
1106,Codeforces Round 536 (Div. 2),CF,FINISHED,False,9600,1548938100,178531418
1107,Educational Codeforces Round 59 (Rated for Div. 2),ICPC,FINISHED,False,7200,1548516900,178952618
1108,Codeforces Round 535 (Div. 3),ICPC,FINISHED,False,7200,1548254100,179215418
1103,Codeforces Round 534 (Div. 1),CF,FINISHED,False,7200,1548167700,179301818
1104,Codeforces Round 534 (Div. 2),CF,FINISHED,False,7200,1548167700,179301818
1105,Codeforces Round 533 (Div. 2),CF,FINISHED,False,7200,1547985900,179483618
1100,Codeforces Round 532 (Div. 2),CF,FINISHED,False,7200,1547390100,180079418
1101,Educational Codeforces Round 58 (Rated for Div. 2),ICPC,FINISHED,False,7200,1547217300,180252218
1102,Codeforces Round 531 (Div. 3),ICPC,FINISHED,False,7200,1547044500,180425018
1098,Codeforces Round 530 (Div. 1),CF,FINISHED,False,9000,1546706100,180763418
1099,Codeforces Round 530 (Div. 2),CF,FINISHED,False,9000,1546706100,180763418
1097,Hello 2019,CF,FINISHED,False,10800,1546613100,180856418
1091,Good Bye 2018,CF,FINISHED,False,9600,1546180500,181289018
1096,Educational Codeforces Round 57 (Rated for Div. 2),ICPC,FINISHED,False,7200,1546007700,181461818
1095,Codeforces Round 529 (Div. 3),ICPC,FINISHED,False,7200,1545921300,181548218
1086,"Codeforces Round 528 (Div. 1, based on Technocup 2019 Elimination Round 4)",CF,FINISHED,False,7200,1545572100,181897418
1087,"Codeforces Round 528 (Div. 2, based on Technocup 2019 Elimination Round 4)",CF,FINISHED,False,7200,1545572100,181897418
1085,Technocup 2019 - Elimination Round 4,CF,FINISHED,False,7200,1545572100,181897418
1094,Технокубок 2019 - Ознакомительный Раунд 4,CF,FINISHED,False,172800,1545395700,182073818
1092,Codeforces Round 527 (Div. 3),ICPC,FINISHED,False,7200,1545143700,182325818
1081,Avito Cool Challenge 2018,CF,FINISHED,False,9000,1544970900,182498618
1093,Educational Codeforces Round 56 (Rated for Div. 2),ICPC,FINISHED,False,7200,1544884500,182585018
1083,Codeforces Round 526 (Div. 1),CF,FINISHED,False,7200,1544459700,183009818
1084,Codeforces Round 526 (Div. 2),CF,FINISHED,False,7200,1544459700,183009818
1090,"2018-2019 Russia Open High School Programming Contest (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,False,18000,1544342700,183126818
1088,Codeforces Round 525 (Div. 2),CF,FINISHED,False,7200,1543934100,183535418
1089,"2018-2019 ICPC, NEERC, Northern Eurasia Finals (Unrated, Online Mirror, ICPC Rules, Teams Preferred)",ICPC,FINISHED,False,18000,1543734300,183735218
1082,Educational Codeforces Round 55 (Rated for Div. 2),ICPC,FINISHED,False,7200,1543415700,184053818
1056,Mail.Ru Cup 2018 Round 3,CF,FINISHED,False,9000,1543163700,184305818
1080,Codeforces Round 524 (Div. 2),CF,FINISHED,False,8100,1543044900,184424618
1061,Codeforces Round 523 (Div. 2),CF,FINISHED,False,7200,1542901500,184568018
1078,"Codeforces Round 522 (Div. 1, based on Technocup 2019 Elimination Round 3)",CF,FINISHED,False,8400,1542557100,184912418
1079,"Codeforces Round 522 (Div. 2, based on Technocup 2019 Elimination Round 3)",CF,FINISHED,False,8400,1542557100,184912418
1032,Technocup 2019 - Elimination Round 3,CF,FINISHED,False,8400,1542557100,184912418
1050,Технокубок 2019 - Ознакомительный Раунд 3,CF,FINISHED,False,172800,1542380700,185088818
1077,Codeforces Round 521 (Div. 3),ICPC,FINISHED,False,7200,1542378900,185090618
1062,Codeforces Round 520 (Div. 2),CF,FINISHED,False,7200,1542209700,185259818
1076,Educational Codeforces Round 54 (Rated for Div. 2),ICPC,FINISHED,False,7200,1542033300,185436218
1055,Mail.Ru Cup 2018 Round 2,CF,FINISHED,False,9000,1541860500,185609018
1044,Lyft Level 5 Challenge 2018 - Final Round,CF,FINISHED,False,7200,1541355000,186114518
1074,Lyft Level 5 Challenge 2018 - Final Round (Open Div. 1),CF,FINISHED,False,9000,1541355000,186114518
1075,Lyft Level 5 Challenge 2018 - Final Round (Open Div. 2),CF,FINISHED,False,9000,1541355000,186114518
1043,Codeforces Round 519 by Botan Investments,CF,FINISHED,False,7200,1540740900,186728618
1073,Educational Codeforces Round 53 (Rated for Div. 2),ICPC,FINISHED,False,7200,1540478100,186991418
1067,"Codeforces Round 518 (Div. 1) [Thanks, Mail.Ru!]",CF,FINISHED,False,7200,1540398900,187070618
1068,"Codeforces Round 518 (Div. 2) [Thanks, Mail.Ru!]",CF,FINISHED,False,7200,1540398900,187070618
1071,"Codeforces Round 517 (Div. 1, based on Technocup 2019 Elimination Round 2)",CF,FINISHED,False,7200,1540109400,187360118
1072,"Codeforces Round 517 (Div. 2, based on Technocup 2019 Elimination Round 2)",CF,FINISHED,False,7200,1540109400,187360118
1031,Technocup 2019 - Elimination Round 2,CF,FINISHED,False,7200,1540109400,187360118
1070,"2018-2019 ICPC, NEERC, Southern Subregional Contest (Online Mirror, ACM-ICPC Rules, Teams Preferred)",ICPC,FINISHED,False,18000,1540022700,187446818
1049,Технокубок 2019 - Ознакомительный Раунд 2,CF,FINISHED,False,172800,1539932700,187536818
1054,Mail.Ru Cup 2018 Round 1,CF,FINISHED,False,9000,1539880500,187589018
1063,"Codeforces Round 516 (Div. 1, by Moscow Team Olympiad)",CF,FINISHED,False,7200,1539511500,187958018
1064,"Codeforces Round 516 (Div. 2, by Moscow Team Olympiad)",CF,FINISHED,False,7200,1539511500,187958018
1066,Codeforces Round 515 (Div. 3),ICPC,FINISHED,False,7200,1539354900,188114618
1057,Mail.Ru Cup 2018 - Practice Round,CF,FINISHED,False,259200,1539335100,188134418
1065,Educational Codeforces Round 52 (Rated for Div. 2),ICPC,FINISHED,False,7200,1539269400,188200118
1033,Lyft Level 5 Challenge 2018 - Elimination Round,CF,FINISHED,False,7200,1538931900,188537618
1059,Codeforces Round 514 (Div. 2),CF,FINISHED,False,7200,1538750100,188719418
1060,"Codeforces Round 513 by Barcelona Bootcamp (rated, Div. 1 + Div. 2)",CF,FINISHED,False,9000,1538636700,188832818
1053,"Codeforces Round 512 (Div. 1, based on Technocup 2019 Elimination Round 1)",CF,FINISHED,False,7200,1537707900,189761618
1058,"Codeforces Round 512 (Div. 2, based on Technocup 2019 Elimination Round 1)",CF,FINISHED,False,7200,1537707900,189761618
1030,Technocup 2019 - Elimination Round 1,CF,FINISHED,False,7200,1537707900,189761618
1045,"Bubble Cup 11 - Finals [Online Mirror, Div. 1]",ICPC,FINISHED,False,18000,1537612500,189857018
1046,"Bubble Cup 11 - Finals [Online Mirror, Div. 2]",ICPC,FINISHED,False,18000,1537612500,189857018
1034,Codeforces Round 511 (Div. 1),CF,FINISHED,False,7200,1537540500,189929018
1047,Codeforces Round 511 (Div. 2),CF,FINISHED,False,7200,1537540500,189929018
1048,Технокубок 2019 - Ознакомительный Раунд 1,CF,FINISHED,False,172800,1537531500,189938018
1052,Huawei Honorcup Marathon 1,IOI,FINISHED,False,1209600,1537462800,190006718
1051,Educational Codeforces Round 51 (Rated for Div. 2),ICPC,FINISHED,False,7200,1537454700,190014818
1042,Codeforces Round 510 (Div. 2),CF,FINISHED,False,7200,1537171500,190298018
1041,Codeforces Round 509 (Div. 2),CF,FINISHED,False,7200,1537094100,190375418
1036,Educational Codeforces Round 50 (Rated for Div. 2),ICPC,FINISHED,False,7200,1536330900,191138618
1038,Codeforces Round 508 (Div. 2),CF,FINISHED,False,7200,1536248100,191221418
1039,"Codeforces Round 507 (Div. 1, based on Olympiad of Metropolises)",CF,FINISHED,False,7200,1536165300,191304218
1040,"Codeforces Round 507 (Div. 2, based on Olympiad of Metropolises)",CF,FINISHED,False,7200,1536165300,191304218
1037,"Manthan, Codefest 18 (rated, Div. 1 + Div. 2)",CF,FINISHED,False,7200,1535898900,191570618
1028,"AIM Tech Round 5 (rated, Div. 1 + Div. 2)",CF,FINISHED,False,8100,1535387700,192081818
1029,Codeforces Round 506 (Div. 3),ICPC,FINISHED,False,7200,1535122200,192347318
